===============================================================================
Id,TSLA,len,datetime,open,high,low,close,volume,openinterest,adjclose,MAcrossover,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
230,TSLA,230,2017-05-11 23:59:59.999989,64.68,65.2,63.92,64.62,23769000.0,0.0,64.620003,MAcrossover,230,736460.9999999999,Broker,230,10005.94,10005.94,BuySell,230,,,Trades - Net Profit/Loss,230,,
231,TSLA,231,2017-05-12 23:59:59.999989,65.1,65.4,64.31,64.96,20608000.0,0.0,64.961998,MAcrossover,231,736461.9999999999,Broker,231,10005.94,10005.94,BuySell,231,,,Trades - Net Profit/Loss,231,,
232,TSLA,232,2017-05-15 23:59:59.999989,63.68,64.04,62.51,63.18,38110000.0,0.0,63.175999,MAcrossover,232,736464.9999999999,Broker,232,10005.94,10005.94,BuySell,232,,,Trades - Net Profit/Loss,232,,
233,TSLA,233,2017-05-16 23:59:59.999989,63.52,64.01,63.03,63.4,20762500.0,0.0,63.402,MAcrossover,233,736465.9999999999,Broker,233,10005.94,10005.94,BuySell,233,,,Trades - Net Profit/Loss,233,,
234,TSLA,234,2017-05-17 23:59:59.999989,62.88,62.93,61.1,61.22,33559500.0,0.0,61.222,MAcrossover,234,736466.9999999999,Broker,234,10005.94,10005.94,BuySell,234,,,Trades - Net Profit/Loss,234,,
235,TSLA,235,2017-05-18 23:59:59.999989,61.4,62.79,61.06,62.61,28269000.0,0.0,62.612,MAcrossover,235,736467.9999999999,Broker,235,10005.94,10005.94,BuySell,235,,,Trades - Net Profit/Loss,235,,
236,TSLA,236,2017-05-19 23:59:59.999989,63.1,63.3,62.04,62.17,23438000.0,0.0,62.166,MAcrossover,236,736468.9999999999,Broker,236,10005.94,10005.94,BuySell,236,,,Trades - Net Profit/Loss,236,,
237,TSLA,237,2017-05-22 23:59:59.999989,62.56,62.87,61.36,62.07,21646000.0,0.0,62.07,MAcrossover,237,736471.9999999999,Broker,237,10005.94,10005.94,BuySell,237,,,Trades - Net Profit/Loss,237,,
238,TSLA,238,2017-05-23 23:59:59.999989,62.09,62.15,60.7,60.77,21592000.0,0.0,60.771999,MAcrossover,238,736472.9999999999,Broker,238,10005.94,10005.94,BuySell,238,,,Trades - Net Profit/Loss,238,,
239,TSLA,239,2017-05-24 23:59:59.999989,61.3,62.2,61.08,62.04,25166500.0,0.0,62.043999,MAcrossover,239,736473.9999999999,Broker,239,10005.94,10005.94,BuySell,239,,,Trades - Net Profit/Loss,239,,
240,TSLA,240,2017-05-25 23:59:59.999989,62.2,63.39,61.56,63.37,25070000.0,0.0,63.366001,MAcrossover,240,736474.9999999999,Broker,240,10005.94,10005.94,BuySell,240,,,Trades - Net Profit/Loss,240,,
241,TSLA,241,2017-05-26 23:59:59.999989,63.46,65.1,63.26,65.03,39011000.0,0.0,65.028,MAcrossover,241,736475.9999999999,Broker,241,10005.94,10005.94,BuySell,241,,,Trades - Net Profit/Loss,241,,
242,TSLA,242,2017-05-30 23:59:59.999989,65.2,67.26,65.15,67.02,38914500.0,0.0,67.019997,MAcrossover,242,736479.9999999999,Broker,242,10005.94,10005.94,BuySell,242,,,Trades - Net Profit/Loss,242,,
243,TSLA,243,2017-05-31 23:59:59.999989,67.54,68.58,67.03,68.2,49817000.0,0.0,68.202003,MAcrossover,243,736480.9999999999,Broker,243,10005.94,10005.94,BuySell,243,,,Trades - Net Profit/Loss,243,,
244,TSLA,244,2017-06-01 23:59:59.999989,68.8,68.98,67.46,68.07,38040000.0,0.0,68.073997,MAcrossover,244,736481.9999999999,Broker,244,10005.94,10005.94,BuySell,244,,,Trades - Net Profit/Loss,244,,
245,TSLA,245,2017-06-02 23:59:59.999989,67.95,68.58,67.19,67.97,27951000.0,0.0,67.970001,MAcrossover,245,736482.9999999999,Broker,245,10005.94,10005.94,BuySell,245,,,Trades - Net Profit/Loss,245,,
246,TSLA,246,2017-06-05 23:59:59.999989,67.7,69.69,66.84,69.46,33922000.0,0.0,69.463997,MAcrossover,246,736485.9999999999,Broker,246,10005.94,10005.94,BuySell,246,,,Trades - Net Profit/Loss,246,,
247,TSLA,247,2017-06-06 23:59:59.999989,68.94,71.9,67.99,70.57,55434000.0,0.0,70.57,MAcrossover,247,736486.9999999999,Broker,247,10005.94,10005.94,BuySell,247,,,Trades - Net Profit/Loss,247,,
248,TSLA,248,2017-06-07 23:59:59.999989,71.27,72.1,71.03,71.93,46990000.0,0.0,71.93,MAcrossover,248,736487.9999999999,Broker,248,10005.94,10005.94,BuySell,248,,,Trades - Net Profit/Loss,248,,
249,TSLA,249,2017-06-08 23:59:59.999989,72.75,74.38,72.04,74.0,45307500.0,0.0,74.0,MAcrossover,249,736488.9999999999,Broker,249,10005.94,10005.94,BuySell,249,,,Trades - Net Profit/Loss,249,,
250,TSLA,250,2017-06-09 23:59:59.999989,74.88,75.37,70.96,71.46,86307000.0,0.0,71.463997,MAcrossover,250,736489.9999999999,Broker,250,10005.94,10005.94,BuySell,250,,,Trades - Net Profit/Loss,250,,
251,TSLA,251,2017-06-12 23:59:59.999989,71.6,72.9,70.12,71.8,52588500.0,0.0,71.802002,MAcrossover,251,736492.9999999999,Broker,251,10005.94,10005.94,BuySell,251,,,Trades - Net Profit/Loss,251,,
252,TSLA,252,2017-06-13 23:59:59.999989,73.52,75.2,73.32,75.19,59039500.0,0.0,75.190002,MAcrossover,252,736493.9999999999,Broker,252,10005.94,10005.94,BuySell,252,,,Trades - Net Profit/Loss,252,,
253,TSLA,253,2017-06-14 23:59:59.999989,76.22,76.85,75.26,76.13,64092000.0,0.0,76.132004,MAcrossover,253,736494.9999999999,Broker,253,10005.94,10005.94,BuySell,253,,,Trades - Net Profit/Loss,253,,
254,TSLA,254,2017-06-15 23:59:59.999989,74.5,75.09,73.3,75.07,52132500.0,0.0,75.068001,MAcrossover,254,736495.9999999999,Broker,254,10005.94,10005.94,BuySell,254,,,Trades - Net Profit/Loss,254,,
255,TSLA,255,2017-06-16 23:59:59.999989,75.6,75.6,74.02,74.28,33655000.0,0.0,74.279999,MAcrossover,255,736496.9999999999,Broker,255,10005.94,10005.94,BuySell,255,,,Trades - Net Profit/Loss,255,,
256,TSLA,256,2017-06-19 23:59:59.999989,75.0,75.34,73.56,73.96,32746500.0,0.0,73.959999,MAcrossover,256,736499.9999999999,Broker,256,10005.94,10005.94,BuySell,256,,,Trades - Net Profit/Loss,256,,
257,TSLA,257,2017-06-20 23:59:59.999989,75.33,75.78,73.95,74.45,37193500.0,0.0,74.447998,MAcrossover,257,736500.9999999999,Broker,257,10005.94,10005.94,BuySell,257,,,Trades - Net Profit/Loss,257,,
258,TSLA,258,2017-06-21 23:59:59.999989,74.87,75.4,73.6,75.28,24616000.0,0.0,75.279999,MAcrossover,258,736501.9999999999,Broker,258,10005.94,10005.94,BuySell,258,,,Trades - Net Profit/Loss,258,,
259,TSLA,259,2017-06-22 23:59:59.999989,75.6,77.0,74.71,76.52,37649000.0,0.0,76.522003,MAcrossover,259,736502.9999999999,Broker,259,10005.94,10005.94,BuySell,259,,,Trades - Net Profit/Loss,259,,
260,TSLA,260,2017-06-23 23:59:59.999989,76.49,77.4,75.87,76.69,32229000.0,0.0,76.690002,MAcrossover,260,736503.9999999999,Broker,260,10005.94,10005.94,BuySell,260,,,Trades - Net Profit/Loss,260,,
261,TSLA,261,2017-06-26 23:59:59.999989,77.34,77.39,74.62,75.5,33020500.0,0.0,75.498001,MAcrossover,261,736506.9999999999,Broker,261,10005.94,10005.94,BuySell,261,,,Trades - Net Profit/Loss,261,,
262,TSLA,262,2017-06-27 23:59:59.999989,75.28,75.28,72.4,72.47,34982000.0,0.0,72.473999,MAcrossover,262,736507.9999999999,Broker,262,10005.94,10005.94,BuySell,262,,,Trades - Net Profit/Loss,262,,
263,TSLA,263,2017-06-28 23:59:59.999989,73.34,74.35,72.5,74.25,31512500.0,0.0,74.248001,MAcrossover,263,736508.9999999999,Broker,263,10005.94,10005.94,BuySell,263,,,Trades - Net Profit/Loss,263,,
264,TSLA,264,2017-06-29 23:59:59.999989,74.12,74.2,70.82,72.15,41105000.0,0.0,72.150002,MAcrossover,264,736509.9999999999,Broker,264,10005.94,10005.94,BuySell,264,,,Trades - Net Profit/Loss,264,,
265,TSLA,265,2017-06-30 23:59:59.999989,72.74,73.35,71.92,72.32,29242500.0,0.0,72.321999,MAcrossover,265,736510.9999999999,Broker,265,10005.94,10005.94,BuySell,265,,,Trades - Net Profit/Loss,265,,
266,TSLA,266,2017-07-03 23:59:59.999989,74.05,74.27,70.3,70.52,31527000.0,0.0,70.524002,MAcrossover,266,736513.9999999999,Broker,266,10005.94,10005.94,BuySell,266,,,Trades - Net Profit/Loss,266,,
267,TSLA,267,2017-07-05 23:59:59.999989,69.44,69.45,65.27,65.42,85233500.0,0.0,65.417999,MAcrossover,267,736515.9999999999,Broker,267,10005.94,10005.94,BuySell,267,,,Trades - Net Profit/Loss,267,,
268,TSLA,268,2017-07-06 23:59:59.999989,63.45,64.16,61.26,61.77,96622500.0,0.0,61.765999,MAcrossover,268,736516.9999999999,Broker,268,10005.94,10005.94,BuySell,268,,,Trades - Net Profit/Loss,268,,
269,TSLA,269,2017-07-07 23:59:59.999989,62.7,63.4,61.48,62.64,70884500.0,0.0,62.644001,MAcrossover,269,736517.9999999999,Broker,269,10005.94,10005.94,BuySell,269,,,Trades - Net Profit/Loss,269,,
270,TSLA,270,2017-07-10 23:59:59.999989,62.58,63.59,60.63,63.21,69104500.0,0.0,63.209999,MAcrossover,270,736520.9999999999,Broker,270,10005.94,10005.94,BuySell,270,,,Trades - Net Profit/Loss,270,,
271,TSLA,271,2017-07-11 23:59:59.999989,63.2,65.46,62.86,65.44,57797000.0,0.0,65.444,MAcrossover,271,736521.9999999999,Broker,271,10005.94,10005.94,BuySell,271,,,Trades - Net Profit/Loss,271,,
272,TSLA,272,2017-07-12 23:59:59.999989,66.08,66.62,64.9,65.9,51730500.0,0.0,65.903999,MAcrossover,272,736522.9999999999,Broker,272,10005.94,10005.94,BuySell,272,,,Trades - Net Profit/Loss,272,,
273,TSLA,273,2017-07-13 23:59:59.999989,66.02,66.32,63.99,64.68,42972500.0,0.0,64.681999,MAcrossover,273,736523.9999999999,Broker,273,10005.94,10005.94,BuySell,273,,,Trades - Net Profit/Loss,273,,
274,TSLA,274,2017-07-14 23:59:59.999989,64.64,65.68,64.24,65.56,28126000.0,0.0,65.556,MAcrossover,274,736524.9999999999,Broker,274,10005.94,10005.94,BuySell,274,,,Trades - Net Profit/Loss,274,,
275,TSLA,275,2017-07-17 23:59:59.999989,65.11,65.42,62.69,63.91,49384500.0,0.0,63.914001,MAcrossover,275,736527.9999999999,Broker,275,10005.94,10005.94,BuySell,275,,,Trades - Net Profit/Loss,275,,
276,TSLA,276,2017-07-18 23:59:59.999989,63.5,65.83,63.13,65.65,31868500.0,0.0,65.648003,MAcrossover,276,736528.9999999999,Broker,276,10005.94,10005.94,BuySell,276,,,Trades - Net Profit/Loss,276,,
277,TSLA,277,2017-07-19 23:59:59.999989,65.65,66.33,64.64,65.05,31785000.0,0.0,65.052002,MAcrossover,277,736529.9999999999,Broker,277,10005.94,10005.94,BuySell,277,,,Trades - Net Profit/Loss,277,,
278,TSLA,278,2017-07-20 23:59:59.999989,65.38,66.04,64.84,65.98,25831000.0,0.0,65.984001,MAcrossover,278,736530.9999999999,Broker,278,10005.94,10005.94,BuySell,278,,,Trades - Net Profit/Loss,278,,
