===============================================================================
Id,TSLA_data,len,datetime,open,high,low,close,volume,openinterest,GoldCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
1531,TSLA_data,1531,2021-06-09 15:55:00,599.1,599.7099,599.06,599.41,66422.0,66422.0,GoldCross,1531,737950.6631944445,Broker,1531,10000.0,10000.0,BuySell,1531,,,Trades - Net Profit/Loss,1531,,
1532,TSLA_data,1532,2021-06-09 15:54:00,599.22,599.4522,599.01,599.196,47772.0,47772.0,GoldCross,1532,737950.6625,Broker,1532,10000.0,10000.0,BuySell,1532,,,Trades - Net Profit/Loss,1532,,
1533,TSLA_data,1533,2021-06-09 15:53:00,598.75,599.39,598.65,599.345,49859.0,49859.0,GoldCross,1533,737950.6618055556,Broker,1533,10000.0,10000.0,BuySell,1533,,,Trades - Net Profit/Loss,1533,,
1534,TSLA_data,1534,2021-06-09 15:52:00,598.41,599.0,598.33,598.6769,58192.0,58192.0,GoldCross,1534,737950.661111111,Broker,1534,10000.0,10000.0,BuySell,1534,,,Trades - Net Profit/Loss,1534,,
1535,TSLA_data,1535,2021-06-09 15:51:00,598.5,598.56,598.09,598.39,62713.0,62713.0,GoldCross,1535,737950.6604166667,Broker,1535,10000.0,10000.0,BuySell,1535,,,Trades - Net Profit/Loss,1535,,
1536,TSLA_data,1536,2021-06-09 15:50:00,598.9918,599.0,598.54,598.61,25868.0,25868.0,GoldCross,1536,737950.6597222222,Broker,1536,10000.0,10000.0,BuySell,1536,,,Trades - Net Profit/Loss,1536,,
1537,TSLA_data,1537,2021-06-09 15:49:00,598.9047,599.1625,598.723,598.92,37978.0,37978.0,GoldCross,1537,737950.6590277777,Broker,1537,10000.0,10000.0,BuySell,1537,,,Trades - Net Profit/Loss,1537,,
1538,TSLA_data,1538,2021-06-09 15:48:00,598.49,598.945,598.32,598.945,25106.0,25106.0,GoldCross,1538,737950.6583333333,Broker,1538,10000.0,10000.0,BuySell,1538,,,Trades - Net Profit/Loss,1538,,
1539,TSLA_data,1539,2021-06-09 15:47:00,598.1,598.6499,598.1,598.3928,29624.0,29624.0,GoldCross,1539,737950.6576388889,Broker,1539,10000.0,10000.0,BuySell,1539,,,Trades - Net Profit/Loss,1539,,
1540,TSLA_data,1540,2021-06-09 15:46:00,598.18,598.41,597.8901,598.07,34671.0,34671.0,GoldCross,1540,737950.6569444444,Broker,1540,10000.0,10000.0,BuySell,1540,,,Trades - Net Profit/Loss,1540,,
1541,TSLA_data,1541,2021-06-09 15:45:00,597.86,598.24,597.86,598.0876,39089.0,39089.0,GoldCross,1541,737950.65625,Broker,1541,10000.0,10000.0,BuySell,1541,,,Trades - Net Profit/Loss,1541,,
1542,TSLA_data,1542,2021-06-09 15:44:00,598.2001,598.4737,597.72,598.05,70037.0,70037.0,GoldCross,1542,737950.6555555556,Broker,1542,10000.0,10000.0,BuySell,1542,,,Trades - Net Profit/Loss,1542,,
1543,TSLA_data,1543,2021-06-09 15:43:00,598.72,598.75,598.23,598.378,20159.0,20159.0,GoldCross,1543,737950.6548611111,Broker,1543,10000.0,10000.0,BuySell,1543,,,Trades - Net Profit/Loss,1543,,
1544,TSLA_data,1544,2021-06-09 15:42:00,598.5316,598.89,598.4,598.53,17034.0,17034.0,GoldCross,1544,737950.6541666667,Broker,1544,10000.0,10000.0,BuySell,1544,,,Trades - Net Profit/Loss,1544,,
1545,TSLA_data,1545,2021-06-09 15:41:00,598.32,598.8932,598.29,598.54,30663.0,30663.0,GoldCross,1545,737950.6534722223,Broker,1545,10000.0,10000.0,BuySell,1545,,,Trades - Net Profit/Loss,1545,,
1546,TSLA_data,1546,2021-06-09 15:40:00,598.705,598.705,598.3112,598.35,18619.0,18619.0,GoldCross,1546,737950.6527777778,Broker,1546,10000.0,10000.0,BuySell,1546,,,Trades - Net Profit/Loss,1546,,
1547,TSLA_data,1547,2021-06-09 15:39:00,598.5,598.88,598.45,598.6401,22513.0,22513.0,GoldCross,1547,737950.6520833333,Broker,1547,10000.0,10000.0,BuySell,1547,,,Trades - Net Profit/Loss,1547,,
1548,TSLA_data,1548,2021-06-09 15:38:00,598.75,598.97,598.4148,598.525,27343.0,27343.0,GoldCross,1548,737950.651388889,Broker,1548,10000.0,10000.0,BuySell,1548,,,Trades - Net Profit/Loss,1548,,
1549,TSLA_data,1549,2021-06-09 15:37:00,598.92,598.92,598.55,598.81,27712.0,27712.0,GoldCross,1549,737950.6506944444,Broker,1549,10000.0,10000.0,BuySell,1549,,,Trades - Net Profit/Loss,1549,,
1550,TSLA_data,1550,2021-06-09 15:36:00,599.29,599.3,598.7501,598.96,14761.0,14761.0,GoldCross,1550,737950.65,Broker,1550,10000.0,10000.0,BuySell,1550,,,Trades - Net Profit/Loss,1550,,
1551,TSLA_data,1551,2021-06-09 15:35:00,599.45,599.68,598.8921,599.42,38860.0,38860.0,GoldCross,1551,737950.6493055555,Broker,1551,10000.0,10000.0,BuySell,1551,,,Trades - Net Profit/Loss,1551,,
1552,TSLA_data,1552,2021-06-09 15:34:00,598.93,599.5,598.76,599.377,33891.0,33891.0,GoldCross,1552,737950.6486111111,Broker,1552,10000.0,10000.0,BuySell,1552,,,Trades - Net Profit/Loss,1552,,
1553,TSLA_data,1553,2021-06-09 15:33:00,598.8535,599.09,598.78,598.92,20942.0,20942.0,GoldCross,1553,737950.6479166667,Broker,1553,10000.0,10000.0,BuySell,1553,,,Trades - Net Profit/Loss,1553,,
1554,TSLA_data,1554,2021-06-09 15:32:00,598.2,599.2,597.6301,599.0,72617.0,72617.0,GoldCross,1554,737950.6472222222,Broker,1554,10000.0,10000.0,BuySell,1554,,,Trades - Net Profit/Loss,1554,,
1555,TSLA_data,1555,2021-06-09 15:31:00,598.55,598.55,597.93,598.26,37213.0,37213.0,GoldCross,1555,737950.6465277778,Broker,1555,10000.0,10000.0,BuySell,1555,,,Trades - Net Profit/Loss,1555,,
1556,TSLA_data,1556,2021-06-09 15:30:00,598.53,598.82,598.5101,598.55,19717.0,19717.0,GoldCross,1556,737950.6458333334,Broker,1556,10000.0,10000.0,BuySell,1556,,,Trades - Net Profit/Loss,1556,,
1557,TSLA_data,1557,2021-06-09 15:29:00,598.55,598.85,598.34,598.58,42778.0,42778.0,GoldCross,1557,737950.6451388889,Broker,1557,10000.0,10000.0,BuySell,1557,,,Trades - Net Profit/Loss,1557,,
1558,TSLA_data,1558,2021-06-09 15:28:00,598.93,599.0,598.39,598.51,42346.0,42346.0,GoldCross,1558,737950.6444444444,Broker,1558,10000.0,10000.0,BuySell,1558,,,Trades - Net Profit/Loss,1558,,
1559,TSLA_data,1559,2021-06-09 15:27:00,598.3732,600.03,597.83,598.94,102873.0,102873.0,GoldCross,1559,737950.64375,Broker,1559,10000.0,10000.0,BuySell,1559,,,Trades - Net Profit/Loss,1559,,
1560,TSLA_data,1560,2021-06-09 15:26:00,598.71,598.725,598.03,598.3721,29841.0,29841.0,GoldCross,1560,737950.6430555555,Broker,1560,10000.0,10000.0,BuySell,1560,,,Trades - Net Profit/Loss,1560,,
1561,TSLA_data,1561,2021-06-09 15:25:00,598.6924,599.15,598.26,598.665,91127.0,91127.0,GoldCross,1561,737950.6423611111,Broker,1561,10000.0,10000.0,BuySell,1561,,,Trades - Net Profit/Loss,1561,,
1562,TSLA_data,1562,2021-06-09 15:24:00,598.1301,598.85,597.98,598.58,51044.0,51044.0,GoldCross,1562,737950.6416666667,Broker,1562,10000.0,10000.0,BuySell,1562,,,Trades - Net Profit/Loss,1562,,
1563,TSLA_data,1563,2021-06-09 15:23:00,599.1,599.2134,597.75,598.24,99702.0,99702.0,GoldCross,1563,737950.6409722222,Broker,1563,10000.0,10000.0,BuySell,1563,,,Trades - Net Profit/Loss,1563,,
1564,TSLA_data,1564,2021-06-09 15:22:00,600.1079,600.14,598.95,599.24,66656.0,66656.0,GoldCross,1564,737950.6402777778,Broker,1564,10000.0,10000.0,BuySell,1564,,,Trades - Net Profit/Loss,1564,,
1565,TSLA_data,1565,2021-06-09 15:21:00,599.83,600.243,599.83,600.11,17019.0,17019.0,GoldCross,1565,737950.6395833333,Broker,1565,10000.0,10000.0,BuySell,1565,,,Trades - Net Profit/Loss,1565,,
1566,TSLA_data,1566,2021-06-09 15:20:00,600.3,600.58,599.8001,599.8001,17760.0,17760.0,GoldCross,1566,737950.6388888889,Broker,1566,10000.0,10000.0,BuySell,1566,,,Trades - Net Profit/Loss,1566,,
1567,TSLA_data,1567,2021-06-09 15:19:00,599.9,600.3,599.75,600.3,20973.0,20973.0,GoldCross,1567,737950.6381944445,Broker,1567,10000.0,10000.0,BuySell,1567,,,Trades - Net Profit/Loss,1567,,
1568,TSLA_data,1568,2021-06-09 15:18:00,600.52,600.64,599.6812,599.955,34789.0,34789.0,GoldCross,1568,737950.6375,Broker,1568,10000.0,10000.0,BuySell,1568,,,Trades - Net Profit/Loss,1568,,
1569,TSLA_data,1569,2021-06-09 15:17:00,600.59,600.88,600.51,600.51,14199.0,14199.0,GoldCross,1569,737950.6368055556,Broker,1569,10000.0,10000.0,BuySell,1569,,,Trades - Net Profit/Loss,1569,,
1570,TSLA_data,1570,2021-06-09 15:16:00,600.34,600.82,600.3,600.64,24037.0,24037.0,GoldCross,1570,737950.6361111111,Broker,1570,10000.0,10000.0,BuySell,1570,,,Trades - Net Profit/Loss,1570,,
1571,TSLA_data,1571,2021-06-09 15:15:00,600.62,600.62,600.165,600.48,18407.0,18407.0,GoldCross,1571,737950.6354166666,Broker,1571,10000.0,10000.0,BuySell,1571,,,Trades - Net Profit/Loss,1571,,
1572,TSLA_data,1572,2021-06-09 15:14:00,600.9,600.9899,600.4665,600.6277,19272.0,19272.0,GoldCross,1572,737950.6347222222,Broker,1572,10000.0,10000.0,BuySell,1572,,,Trades - Net Profit/Loss,1572,,
1573,TSLA_data,1573,2021-06-09 15:13:00,600.64,601.0,600.4501,601.0,33744.0,33744.0,GoldCross,1573,737950.6340277778,Broker,1573,10000.0,10000.0,BuySell,1573,,,Trades - Net Profit/Loss,1573,,
1574,TSLA_data,1574,2021-06-09 15:12:00,600.235,600.8,600.1101,600.605,27766.0,27766.0,GoldCross,1574,737950.6333333333,Broker,1574,10000.0,10000.0,BuySell,1574,,,Trades - Net Profit/Loss,1574,,
1575,TSLA_data,1575,2021-06-09 15:11:00,599.74,600.37,599.7207,600.24,40287.0,40287.0,GoldCross,1575,737950.6326388889,Broker,1575,10000.0,10000.0,BuySell,1575,,,Trades - Net Profit/Loss,1575,,
1576,TSLA_data,1576,2021-06-09 15:10:00,599.57,599.7399,599.5,599.7199,7212.0,7212.0,GoldCross,1576,737950.6319444445,Broker,1576,10000.0,10000.0,BuySell,1576,,,Trades - Net Profit/Loss,1576,,
1577,TSLA_data,1577,2021-06-09 15:09:00,599.3751,599.7,599.34,599.51,12526.0,12526.0,GoldCross,1577,737950.63125,Broker,1577,10000.0,10000.0,BuySell,1577,,,Trades - Net Profit/Loss,1577,,
1578,TSLA_data,1578,2021-06-09 15:08:00,599.6799,599.85,599.455,599.455,17968.0,17968.0,GoldCross,1578,737950.6305555556,Broker,1578,10000.0,10000.0,BuySell,1578,,,Trades - Net Profit/Loss,1578,,
1579,TSLA_data,1579,2021-06-09 15:07:00,599.66,600.05,599.5,599.8232,29191.0,29191.0,GoldCross,1579,737950.629861111,Broker,1579,10000.0,10000.0,BuySell,1579,,,Trades - Net Profit/Loss,1579,,
1580,TSLA_data,1580,2021-06-09 15:06:00,599.4201,599.7299,598.9596,599.66,40960.0,40960.0,GoldCross,1580,737950.6291666667,Broker,1580,10000.0,10000.0,BuySell,1580,,,Trades - Net Profit/Loss,1580,,
1581,TSLA_data,1581,2021-06-09 15:05:00,599.53,599.5483,599.16,599.5,26191.0,26191.0,GoldCross,1581,737950.6284722222,Broker,1581,10000.0,10000.0,BuySell,1581,,,Trades - Net Profit/Loss,1581,,
1582,TSLA_data,1582,2021-06-09 15:04:00,599.735,599.7842,599.55,599.61,10144.0,10144.0,GoldCross,1582,737950.6277777777,Broker,1582,10000.0,10000.0,BuySell,1582,,,Trades - Net Profit/Loss,1582,,
1583,TSLA_data,1583,2021-06-09 15:03:00,599.85,599.85,599.45,599.735,16528.0,16528.0,GoldCross,1583,737950.6270833333,Broker,1583,10000.0,10000.0,BuySell,1583,,,Trades - Net Profit/Loss,1583,,
1584,TSLA_data,1584,2021-06-09 15:02:00,599.8,599.97,599.4491,599.85,22249.0,22249.0,GoldCross,1584,737950.6263888889,Broker,1584,10000.0,10000.0,BuySell,1584,,,Trades - Net Profit/Loss,1584,,
1585,TSLA_data,1585,2021-06-09 15:01:00,599.9899,600.19,599.64,599.95,29919.0,29919.0,GoldCross,1585,737950.6256944444,Broker,1585,10000.0,10000.0,BuySell,1585,,,Trades - Net Profit/Loss,1585,,
1586,TSLA_data,1586,2021-06-09 15:00:00,600.87,600.87,599.84,599.92,37032.0,37032.0,GoldCross,1586,737950.625,Broker,1586,10000.0,10000.0,BuySell,1586,,,Trades - Net Profit/Loss,1586,,
1587,TSLA_data,1587,2021-06-09 14:59:00,600.83,601.1,600.83,600.99,11467.0,11467.0,GoldCross,1587,737950.6243055556,Broker,1587,10000.0,10000.0,BuySell,1587,,,Trades - Net Profit/Loss,1587,,
1588,TSLA_data,1588,2021-06-09 14:58:00,600.63,600.9196,600.62,600.8,14093.0,14093.0,GoldCross,1588,737950.6236111111,Broker,1588,10000.0,10000.0,BuySell,1588,,,Trades - Net Profit/Loss,1588,,
1589,TSLA_data,1589,2021-06-09 14:57:00,600.94,601.19,600.66,600.69,13345.0,13345.0,GoldCross,1589,737950.6229166667,Broker,1589,10000.0,10000.0,BuySell,1589,,,Trades - Net Profit/Loss,1589,,
1590,TSLA_data,1590,2021-06-09 14:56:00,600.63,601.15,600.62,600.845,20350.0,20350.0,GoldCross,1590,737950.6222222223,Broker,1590,10000.0,10000.0,BuySell,1590,,,Trades - Net Profit/Loss,1590,,
1591,TSLA_data,1591,2021-06-09 14:55:00,600.5164,600.735,600.5,600.7122,8507.0,8507.0,GoldCross,1591,737950.6215277778,Broker,1591,10000.0,10000.0,BuySell,1591,,,Trades - Net Profit/Loss,1591,,
1592,TSLA_data,1592,2021-06-09 14:54:00,600.5,600.9083,600.29,600.6296,42653.0,42653.0,GoldCross,1592,737950.6208333333,Broker,1592,10000.0,10000.0,BuySell,1592,,,Trades - Net Profit/Loss,1592,,
1593,TSLA_data,1593,2021-06-09 14:53:00,600.3,600.5,600.2119,600.5,13174.0,13174.0,GoldCross,1593,737950.620138889,Broker,1593,10000.0,10000.0,BuySell,1593,,,Trades - Net Profit/Loss,1593,,
1594,TSLA_data,1594,2021-06-09 14:52:00,600.4,600.5199,600.25,600.4399,13307.0,13307.0,GoldCross,1594,737950.6194444444,Broker,1594,10000.0,10000.0,BuySell,1594,,,Trades - Net Profit/Loss,1594,,
1595,TSLA_data,1595,2021-06-09 14:51:00,600.395,600.57,600.22,600.34,21389.0,21389.0,GoldCross,1595,737950.61875,Broker,1595,10000.0,10000.0,BuySell,1595,,,Trades - Net Profit/Loss,1595,,
1596,TSLA_data,1596,2021-06-09 14:50:00,600.65,600.71,600.24,600.41,17346.0,17346.0,GoldCross,1596,737950.6180555555,Broker,1596,10000.0,10000.0,BuySell,1596,,,Trades - Net Profit/Loss,1596,,
1597,TSLA_data,1597,2021-06-09 14:49:00,600.8,600.89,600.27,600.62,28620.0,28620.0,GoldCross,1597,737950.6173611111,Broker,1597,10000.0,10000.0,BuySell,1597,,,Trades - Net Profit/Loss,1597,,
1598,TSLA_data,1598,2021-06-09 14:48:00,600.89,601.0,600.83,600.89,10017.0,10017.0,GoldCross,1598,737950.6166666667,Broker,1598,10000.0,10000.0,BuySell,1598,,,Trades - Net Profit/Loss,1598,,
1599,TSLA_data,1599,2021-06-09 14:47:00,600.81,600.9899,600.75,600.78,7824.0,7824.0,GoldCross,1599,737950.6159722222,Broker,1599,10000.0,10000.0,BuySell,1599,,,Trades - Net Profit/Loss,1599,,
1600,TSLA_data,1600,2021-06-09 14:46:00,600.59,601.03,600.59,600.8812,17382.0,17382.0,GoldCross,1600,737950.6152777778,Broker,1600,10000.0,10000.0,BuySell,1600,,,Trades - Net Profit/Loss,1600,,
1601,TSLA_data,1601,2021-06-09 14:45:00,600.99,600.99,600.311,600.59,21583.0,21583.0,GoldCross,1601,737950.6145833334,Broker,1601,10000.0,10000.0,BuySell,1601,,,Trades - Net Profit/Loss,1601,,
1602,TSLA_data,1602,2021-06-09 14:44:00,601.16,601.33,600.71,600.7401,15179.0,15179.0,GoldCross,1602,737950.6138888889,Broker,1602,10000.0,10000.0,BuySell,1602,,,Trades - Net Profit/Loss,1602,,
1603,TSLA_data,1603,2021-06-09 14:43:00,600.99,601.44,600.99,601.2926,13049.0,13049.0,GoldCross,1603,737950.6131944444,Broker,1603,10000.0,10000.0,BuySell,1603,,,Trades - Net Profit/Loss,1603,,
1604,TSLA_data,1604,2021-06-09 14:42:00,601.2,601.2,600.88,601.0,9750.0,9750.0,GoldCross,1604,737950.6125,Broker,1604,10000.0,10000.0,BuySell,1604,,,Trades - Net Profit/Loss,1604,,
1605,TSLA_data,1605,2021-06-09 14:41:00,601.1814,601.485,601.0,601.18,16935.0,16935.0,GoldCross,1605,737950.6118055555,Broker,1605,10000.0,10000.0,BuySell,1605,,,Trades - Net Profit/Loss,1605,,
1606,TSLA_data,1606,2021-06-09 14:40:00,600.93,601.2,600.82,601.2,14633.0,14633.0,GoldCross,1606,737950.6111111111,Broker,1606,10000.0,10000.0,BuySell,1606,,,Trades - Net Profit/Loss,1606,,
1607,TSLA_data,1607,2021-06-09 14:39:00,600.8399,600.95,600.5,600.79,22340.0,22340.0,GoldCross,1607,737950.6104166667,Broker,1607,10000.0,10000.0,BuySell,1607,,,Trades - Net Profit/Loss,1607,,
1608,TSLA_data,1608,2021-06-09 14:38:00,601.4,601.449,600.65,600.765,45152.0,45152.0,GoldCross,1608,737950.6097222222,Broker,1608,10000.0,10000.0,BuySell,1608,,,Trades - Net Profit/Loss,1608,,
1609,TSLA_data,1609,2021-06-09 14:37:00,601.68,601.808,601.31,601.41,12526.0,12526.0,GoldCross,1609,737950.6090277778,Broker,1609,10000.0,10000.0,BuySell,1609,,,Trades - Net Profit/Loss,1609,,
1610,TSLA_data,1610,2021-06-09 14:36:00,601.7094,601.866,601.53,601.8,11987.0,11987.0,GoldCross,1610,737950.6083333333,Broker,1610,10000.0,10000.0,BuySell,1610,,,Trades - Net Profit/Loss,1610,,
1611,TSLA_data,1611,2021-06-09 14:35:00,601.55,601.75,601.38,601.75,15303.0,15303.0,GoldCross,1611,737950.6076388889,Broker,1611,10000.0,10000.0,BuySell,1611,,,Trades - Net Profit/Loss,1611,,
1612,TSLA_data,1612,2021-06-09 14:34:00,601.5,601.74,601.4501,601.4501,15912.0,15912.0,GoldCross,1612,737950.6069444445,Broker,1612,10000.0,10000.0,BuySell,1612,,,Trades - Net Profit/Loss,1612,,
1613,TSLA_data,1613,2021-06-09 14:33:00,601.66,601.88,601.45,601.53,10579.0,10579.0,GoldCross,1613,737950.60625,Broker,1613,10000.0,10000.0,BuySell,1613,,,Trades - Net Profit/Loss,1613,,
1614,TSLA_data,1614,2021-06-09 14:32:00,602.2,602.25,601.36,601.6052,27536.0,27536.0,GoldCross,1614,737950.6055555556,Broker,1614,10000.0,10000.0,BuySell,1614,,,Trades - Net Profit/Loss,1614,,
1615,TSLA_data,1615,2021-06-09 14:31:00,601.79,602.6948,601.77,602.03,64911.0,64911.0,GoldCross,1615,737950.6048611111,Broker,1615,10000.0,10000.0,BuySell,1615,,,Trades - Net Profit/Loss,1615,,
1616,TSLA_data,1616,2021-06-09 14:30:00,602.05,602.0699,601.65,601.795,26790.0,26790.0,GoldCross,1616,737950.6041666666,Broker,1616,10000.0,10000.0,BuySell,1616,,,Trades - Net Profit/Loss,1616,,
1617,TSLA_data,1617,2021-06-09 14:29:00,601.97,602.47,601.969,602.16,27316.0,27316.0,GoldCross,1617,737950.6034722222,Broker,1617,10000.0,10000.0,BuySell,1617,,,Trades - Net Profit/Loss,1617,,
1618,TSLA_data,1618,2021-06-09 14:28:00,601.93,602.335,601.88,602.0,31537.0,31537.0,GoldCross,1618,737950.6027777778,Broker,1618,10000.0,10000.0,BuySell,1618,,,Trades - Net Profit/Loss,1618,,
1619,TSLA_data,1619,2021-06-09 14:27:00,601.5922,602.6,601.5922,602.0,44195.0,44195.0,GoldCross,1619,737950.6020833333,Broker,1619,10000.0,10000.0,BuySell,1619,,,Trades - Net Profit/Loss,1619,,
1620,TSLA_data,1620,2021-06-09 14:26:00,601.31,601.7,601.22,601.7,14512.0,14512.0,GoldCross,1620,737950.6013888889,Broker,1620,10000.0,10000.0,BuySell,1620,,,Trades - Net Profit/Loss,1620,,
1621,TSLA_data,1621,2021-06-09 14:25:00,601.61,601.61,601.3101,601.378,11497.0,11497.0,GoldCross,1621,737950.6006944445,Broker,1621,10000.0,10000.0,BuySell,1621,,,Trades - Net Profit/Loss,1621,,
1622,TSLA_data,1622,2021-06-09 14:24:00,601.525,601.8691,601.22,601.75,15497.0,15497.0,GoldCross,1622,737950.6,Broker,1622,10000.0,10000.0,BuySell,1622,,,Trades - Net Profit/Loss,1622,,
1623,TSLA_data,1623,2021-06-09 14:23:00,601.3018,601.65,601.1477,601.48,14699.0,14699.0,GoldCross,1623,737950.5993055556,Broker,1623,10000.0,10000.0,BuySell,1623,,,Trades - Net Profit/Loss,1623,,
1624,TSLA_data,1624,2021-06-09 14:22:00,601.535,601.62,601.28,601.4699,11570.0,11570.0,GoldCross,1624,737950.598611111,Broker,1624,10000.0,10000.0,BuySell,1624,,,Trades - Net Profit/Loss,1624,,
1625,TSLA_data,1625,2021-06-09 14:21:00,601.055,601.7594,600.9818,601.55,25169.0,25169.0,GoldCross,1625,737950.5979166667,Broker,1625,10000.0,10000.0,BuySell,1625,,,Trades - Net Profit/Loss,1625,,
1626,TSLA_data,1626,2021-06-09 14:20:00,600.875,601.1102,600.7824,601.0816,14741.0,14741.0,GoldCross,1626,737950.5972222222,Broker,1626,10000.0,10000.0,BuySell,1626,,,Trades - Net Profit/Loss,1626,,
1627,TSLA_data,1627,2021-06-09 14:19:00,601.55,601.55,600.71,600.86,26014.0,26014.0,GoldCross,1627,737950.5965277777,Broker,1627,10000.0,10000.0,BuySell,1627,,,Trades - Net Profit/Loss,1627,,
1628,TSLA_data,1628,2021-06-09 14:18:00,601.795,601.8064,601.2,601.44,14093.0,14093.0,GoldCross,1628,737950.5958333333,Broker,1628,10000.0,10000.0,BuySell,1628,,,Trades - Net Profit/Loss,1628,,
1629,TSLA_data,1629,2021-06-09 14:17:00,601.2,602.01,601.2,601.8986,57548.0,57548.0,GoldCross,1629,737950.5951388889,Broker,1629,10000.0,10000.0,BuySell,1629,,,Trades - Net Profit/Loss,1629,,
1630,TSLA_data,1630,2021-06-09 14:16:00,600.73,601.28,600.73,601.1,17851.0,17851.0,GoldCross,1630,737950.5944444444,Broker,1630,10000.0,10000.0,BuySell,1630,,,Trades - Net Profit/Loss,1630,,
1631,TSLA_data,1631,2021-06-09 14:15:00,600.8,600.88,600.59,600.71,10628.0,10628.0,GoldCross,1631,737950.59375,Broker,1631,10000.0,10000.0,BuySell,1631,,,Trades - Net Profit/Loss,1631,,
1632,TSLA_data,1632,2021-06-09 14:14:00,600.58,600.9,600.58,600.66,14354.0,14354.0,GoldCross,1632,737950.5930555556,Broker,1632,10000.0,10000.0,BuySell,1632,,,Trades - Net Profit/Loss,1632,,
1633,TSLA_data,1633,2021-06-09 14:13:00,600.24,600.677,600.2001,600.677,14722.0,14722.0,GoldCross,1633,737950.5923611111,Broker,1633,10000.0,10000.0,BuySell,1633,,,Trades - Net Profit/Loss,1633,,
1634,TSLA_data,1634,2021-06-09 14:12:00,600.6466,600.7899,600.1151,600.16,16398.0,16398.0,GoldCross,1634,737950.5916666667,Broker,1634,10000.0,10000.0,BuySell,1634,,,Trades - Net Profit/Loss,1634,,
1635,TSLA_data,1635,2021-06-09 14:11:00,600.25,600.68,600.0,600.5653,25684.0,25684.0,GoldCross,1635,737950.5909722223,Broker,1635,10000.0,10000.0,BuySell,1635,,,Trades - Net Profit/Loss,1635,,
1636,TSLA_data,1636,2021-06-09 14:10:00,600.34,600.69,600.23,600.324,15889.0,15889.0,GoldCross,1636,737950.5902777778,Broker,1636,10000.0,10000.0,BuySell,1636,,,Trades - Net Profit/Loss,1636,,
1637,TSLA_data,1637,2021-06-09 14:09:00,600.2,600.6599,600.05,600.2209,29382.0,29382.0,GoldCross,1637,737950.5895833333,Broker,1637,10000.0,10000.0,BuySell,1637,,,Trades - Net Profit/Loss,1637,,
1638,TSLA_data,1638,2021-06-09 14:08:00,600.73,600.83,600.16,600.33,20861.0,20861.0,GoldCross,1638,737950.588888889,Broker,1638,10000.0,10000.0,BuySell,1638,,,Trades - Net Profit/Loss,1638,,
1639,TSLA_data,1639,2021-06-09 14:07:00,600.87,601.02,600.75,600.8,12772.0,12772.0,GoldCross,1639,737950.5881944444,Broker,1639,10000.0,10000.0,BuySell,1639,,,Trades - Net Profit/Loss,1639,,
1640,TSLA_data,1640,2021-06-09 14:06:00,601.02,601.13,600.7501,600.7501,9717.0,9717.0,GoldCross,1640,737950.5875,Broker,1640,10000.0,10000.0,BuySell,1640,,,Trades - Net Profit/Loss,1640,,
1641,TSLA_data,1641,2021-06-09 14:05:00,601.16,601.1631,600.85,601.03,11761.0,11761.0,GoldCross,1641,737950.5868055555,Broker,1641,10000.0,10000.0,BuySell,1641,,,Trades - Net Profit/Loss,1641,,
1642,TSLA_data,1642,2021-06-09 14:04:00,601.33,601.53,601.235,601.28,8805.0,8805.0,GoldCross,1642,737950.5861111111,Broker,1642,10000.0,10000.0,BuySell,1642,,,Trades - Net Profit/Loss,1642,,
1643,TSLA_data,1643,2021-06-09 14:03:00,601.2556,601.3179,600.9,601.3179,12949.0,12949.0,GoldCross,1643,737950.5854166667,Broker,1643,10000.0,10000.0,BuySell,1643,,,Trades - Net Profit/Loss,1643,,
1644,TSLA_data,1644,2021-06-09 14:02:00,601.02,601.305,600.81,601.2,11966.0,11966.0,GoldCross,1644,737950.5847222222,Broker,1644,10000.0,10000.0,BuySell,1644,,,Trades - Net Profit/Loss,1644,,
1645,TSLA_data,1645,2021-06-09 14:01:00,600.76,601.6994,600.65,600.8957,46698.0,46698.0,GoldCross,1645,737950.5840277778,Broker,1645,10000.0,10000.0,BuySell,1645,,,Trades - Net Profit/Loss,1645,,
1646,TSLA_data,1646,2021-06-09 14:00:00,600.83,600.8317,600.44,600.575,13670.0,13670.0,GoldCross,1646,737950.5833333334,Broker,1646,10000.0,10000.0,BuySell,1646,,,Trades - Net Profit/Loss,1646,,
1647,TSLA_data,1647,2021-06-09 13:59:00,601.06,601.104,600.61,600.6101,13570.0,13570.0,GoldCross,1647,737950.5826388889,Broker,1647,10000.0,10000.0,BuySell,1647,,,Trades - Net Profit/Loss,1647,,
1648,TSLA_data,1648,2021-06-09 13:58:00,601.5301,601.64,600.96,601.16,25743.0,25743.0,GoldCross,1648,737950.5819444444,Broker,1648,10000.0,10000.0,BuySell,1648,,,Trades - Net Profit/Loss,1648,,
1649,TSLA_data,1649,2021-06-09 13:57:00,601.3051,601.64,601.1698,601.64,21194.0,21194.0,GoldCross,1649,737950.58125,Broker,1649,10000.0,10000.0,BuySell,1649,,,Trades - Net Profit/Loss,1649,,
1650,TSLA_data,1650,2021-06-09 13:56:00,600.77,601.74,600.77,601.3707,61482.0,61482.0,GoldCross,1650,737950.5805555555,Broker,1650,10000.0,10000.0,BuySell,1650,,,Trades - Net Profit/Loss,1650,,
