===============================================================================
Id,TSLA_data,len,datetime,open,high,low,close,volume,openinterest,GoldCross,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
12,TSLA_data,12,2021-06-11 19:40:00,609.98,609.98,609.98,609.98,264.0,264.0,GoldCross,12,737952.8194444445,Broker,12,10000.0,10000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,
13,TSLA_data,13,2021-06-11 19:39:00,610.05,610.05,610.05,610.05,476.0,476.0,GoldCross,13,737952.81875,Broker,13,10000.0,10000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,
14,TSLA_data,14,2021-06-11 19:38:00,609.98,610.0,609.98,610.0,596.0,596.0,GoldCross,14,737952.8180555556,Broker,14,10000.0,10000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,
15,TSLA_data,15,2021-06-11 19:37:00,609.9,610.0,609.9,610.0,744.0,744.0,GoldCross,15,737952.817361111,Broker,15,10000.0,10000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,
16,TSLA_data,16,2021-06-11 19:36:00,609.85,609.85,609.85,609.85,739.0,739.0,GoldCross,16,737952.8166666667,Broker,16,10000.0,10000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,
17,TSLA_data,17,2021-06-11 19:35:00,610.0,610.0,610.0,610.0,223.0,223.0,GoldCross,17,737952.8159722222,Broker,17,10000.0,10000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,
18,TSLA_data,18,2021-06-11 19:34:00,610.0,610.0,610.0,610.0,369.0,369.0,GoldCross,18,737952.8152777777,Broker,18,10000.0,10000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,
19,TSLA_data,19,2021-06-11 19:33:00,610.0,610.0,610.0,610.0,859.0,859.0,GoldCross,19,737952.8145833333,Broker,19,10000.0,10000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,
20,TSLA_data,20,2021-06-11 19:32:00,609.95,609.95,609.95,609.95,186.0,186.0,GoldCross,20,737952.8138888889,Broker,20,10000.0,10000.0,BuySell,20,,,Trades - Net Profit/Loss,20,,
21,TSLA_data,21,2021-06-11 19:31:00,609.85,609.89,609.85,609.89,708.0,708.0,GoldCross,21,737952.8131944444,Broker,21,10000.0,10000.0,BuySell,21,,,Trades - Net Profit/Loss,21,,
22,TSLA_data,22,2021-06-11 19:28:00,609.7,609.75,609.7,609.75,1587.0,1587.0,GoldCross,22,737952.8111111111,Broker,22,10000.0,10000.0,BuySell,22,,,Trades - Net Profit/Loss,22,,
